Date,High,Low,Open,Close,Volume,Adj Close
2018-07-25,2002.0,1968.4000244140625,2001.9000244140625,1981.5,1535492.0,1952.7056884765625
2018-07-26,1985.0,1955.0999755859375,1974.949951171875,1964.699951171875,3503036.0,1936.14990234375
2018-07-27,1964.6500244140625,1940.300048828125,1960.8499755859375,1943.75,2033977.0,1915.5042724609375
2018-07-30,1954.699951171875,1931.550048828125,1943.0,1944.5999755859375,1579251.0,1916.342041015625
2018-07-31,1947.0,1928.0,1942.0,1940.199951171875,2204803.0,1912.005859375
2018-08-01,1981.550048828125,1949.800048828125,1949.949951171875,1976.5,2425180.0,1947.7784423828125
2018-08-02,1985.0,1945.0,1980.0,1948.4000244140625,1509287.0,1920.0867919921875
2018-08-03,1982.050048828125,1956.5,1956.5,1979.449951171875,1505131.0,1950.6854248046875
2018-08-06,1998.949951171875,1972.25,1997.0,1975.550048828125,1532249.0,1946.8421630859375
2018-08-07,1979.1500244140625,1960.5,1978.199951171875,1967.3499755859375,1353560.0,1938.7613525390625
2018-08-08,1978.300048828125,1962.0,1972.0,1974.0,1315062.0,1945.3148193359375
2018-08-09,1980.800048828125,1966.0,1980.0,1974.3499755859375,2060297.0,1945.65966796875
2018-08-10,1996.5,1972.050048828125,1980.949951171875,1993.0999755859375,2784105.0,1964.1370849609375
2018-08-13,2004.25,1990.0,1997.800048828125,2000.1500244140625,3559575.0,1971.084716796875
2018-08-14,2024.5999755859375,1982.4000244140625,1992.0,2003.550048828125,3311765.0,1974.435302734375
2018-08-16,2020.050048828125,1995.0,2000.300048828125,2008.5,2152065.0,1979.3133544921875
2018-08-17,2021.9000244140625,2004.0,2013.8499755859375,2012.75,1213731.0,1983.501708984375
2018-08-20,2024.0,2003.699951171875,2024.0,2009.949951171875,1587032.0,1980.7421875
2018-08-21,2024.0,2004.0,2010.1500244140625,2017.6500244140625,1376866.0,1988.3304443359375
2018-08-23,2038.0,2020.300048828125,2022.800048828125,2035.0999755859375,3046791.0,2005.52685546875
2018-08-24,2046.0,2031.0,2035.0999755859375,2043.0,1570533.0,2013.3121337890625
2018-08-27,2059.0,2035.0,2043.0,2050.89990234375,1532702.0,2021.0970458984375
2018-08-28,2072.0,2052.0,2055.0,2069.199951171875,1987983.0,2039.131103515625
2018-08-29,2076.60009765625,2045.5999755859375,2072.5,2072.0,1525867.0,2041.8907470703125
2018-08-30,2085.0,2065.5,2068.0,2082.39990234375,2408020.0,2052.1396484375
2018-08-31,2092.0,2074.0,2082.300048828125,2078.39990234375,2504554.0,2048.19775390625
2018-09-03,2090.0,2048.39990234375,2084.800048828125,2052.89990234375,1439711.0,2023.0679931640625
2018-09-04,2104.75,2056.949951171875,2059.800048828125,2098.89990234375,4420803.0,2068.399658203125
2018-09-05,2107.25,2075.050048828125,2100.0,2079.25,1681106.0,2049.03515625
2018-09-06,2081.5,2060.300048828125,2075.0,2075.300048828125,2238097.0,2045.142578125
2018-09-07,2084.0,2065.39990234375,2079.300048828125,2079.85009765625,1312182.0,2049.626708984375
2018-09-10,2093.39990234375,2074.25,2084.39990234375,2080.75,1530539.0,2050.513427734375
2018-09-11,2089.0,2042.199951171875,2089.0,2046.25,3679745.0,2016.514892578125
2018-09-12,2068.89990234375,2040.0,2052.35009765625,2043.949951171875,2307661.0,2014.2481689453125
2018-09-14,2071.550048828125,2018.1500244140625,2044.0,2065.39990234375,3642038.0,2035.3865966796875
2018-09-17,2077.800048828125,2054.550048828125,2070.0,2074.14990234375,1033857.0,2044.00927734375
2018-09-18,2078.800048828125,2057.60009765625,2073.0,2070.75,1456507.0,2040.658935546875
2018-09-19,2089.0,2066.85009765625,2071.89990234375,2077.89990234375,1301268.0,2047.704833984375
2018-09-21,2121.0,2050.14990234375,2077.0,2103.14990234375,4508530.0,2072.587890625
2018-09-24,2210.5,2098.14990234375,2115.0,2198.449951171875,3032226.0,2166.5029296875
2018-09-25,2211.89990234375,2153.800048828125,2204.89990234375,2183.199951171875,2868778.0,2151.474853515625
2018-09-26,2199.0,2135.10009765625,2187.0,2142.14990234375,1970951.0,2111.021240234375
2018-09-27,2209.699951171875,2135.800048828125,2141.89990234375,2188.85009765625,3311802.0,2157.04296875
2018-09-28,2190.0,2158.85009765625,2178.0,2183.699951171875,2904371.0,2151.96728515625
2018-10-01,2275.949951171875,2190.35009765625,2190.89990234375,2255.550048828125,3772208.0,2222.7734375
2018-10-03,2255.0,2155.60009765625,2250.300048828125,2162.85009765625,3902322.0,2131.420654296875
2018-10-04,2156.64990234375,2056.35009765625,2156.60009765625,2064.800048828125,4762419.0,2034.7952880859375
2018-10-05,2120.0,2020.9000244140625,2050.0,2102.64990234375,3417624.0,2072.094970703125
2018-10-08,2122.199951171875,2048.14990234375,2102.64990234375,2077.550048828125,2010154.0,2047.360107421875
2018-10-09,2107.64990234375,2053.199951171875,2080.35009765625,2091.800048828125,1867130.0,2061.40283203125
2018-10-10,2105.949951171875,2029.0,2100.0,2043.5999755859375,2749573.0,2013.9031982421875
2018-10-11,2013.0,1941.0,1985.0,1979.949951171875,4700256.0,1951.1781005859375
2018-10-12,1978.0,1903.0,1978.0,1918.300048828125,9373289.0,1890.4241943359375
2018-10-15,1955.550048828125,1920.0,1940.0,1949.5,2638151.0,1921.1707763671875
2018-10-16,1971.9000244140625,1935.0,1958.0,1962.300048828125,2815425.0,1933.784912109375
2018-10-17,1989.0,1920.0,1970.0,1929.4000244140625,2779207.0,1901.3629150390625
2018-10-19,1929.0,1870.050048828125,1929.0,1913.199951171875,3428776.0,1885.3980712890625
2018-10-22,1916.0,1886.949951171875,1914.0,1903.0,1778496.0,1875.3465576171875
2018-10-23,1898.0,1837.0,1888.0,1843.6500244140625,2752811.0,1820.68603515625
2018-10-24,1874.0,1811.0999755859375,1852.050048828125,1848.5,2735913.0,1825.4755859375
2018-10-25,1876.9000244140625,1825.050048828125,1844.0,1853.0,2507233.0,1829.91943359375
2018-10-26,1853.9000244140625,1791.0999755859375,1853.9000244140625,1799.0999755859375,2285970.0,1776.6907958984375
2018-10-29,1877.949951171875,1784.3499755859375,1808.699951171875,1871.0,2609483.0,1847.6951904296875
2018-10-30,1909.4000244140625,1845.0,1867.0,1894.800048828125,2404883.0,1871.1988525390625
2018-10-31,1943.9000244140625,1875.449951171875,1900.0,1938.1500244140625,2769190.0,1914.0089111328125
2018-11-01,1944.3499755859375,1901.300048828125,1943.6500244140625,1935.75,2769759.0,1911.6387939453125
2018-11-02,1954.5999755859375,1905.0,1934.199951171875,1913.449951171875,1818635.0,1889.6165771484375
2018-11-05,1927.3499755859375,1884.75,1910.0,1890.8499755859375,1713366.0,1867.2979736328125
2018-11-06,1937.5,1891.0,1894.0,1932.699951171875,1398710.0,1908.626708984375
2018-11-07,1949.0,1937.0,1940.0,1942.1500244140625,144530.0,1917.9591064453125
2018-11-09,1961.949951171875,1905.0,1961.0,1909.199951171875,2570479.0,1885.41943359375
2018-11-12,1946.0999755859375,1908.5,1908.5,1914.8499755859375,2552008.0,1890.9990234375
2018-11-13,1939.0,1903.0,1915.0,1934.949951171875,1418430.0,1910.8486328125
2018-11-14,1929.9000244140625,1870.0,1925.0,1880.6500244140625,2422318.0,1857.2249755859375
2018-11-15,1899.0,1857.5999755859375,1864.0,1872.8499755859375,1829123.0,1849.522216796875
2018-11-16,1899.800048828125,1870.25,1889.0,1886.5999755859375,1829729.0,1863.1009521484375
2018-11-19,1907.3499755859375,1864.300048828125,1899.0,1902.449951171875,1740628.0,1878.75341796875
2018-11-20,1902.0,1874.199951171875,1902.0,1878.25,1190182.0,1854.8548583984375
2018-11-21,1871.050048828125,1798.550048828125,1871.0,1812.0,3840461.0,1789.43017578125
2018-11-22,1847.5999755859375,1809.949951171875,1820.0,1812.550048828125,3194219.0,1789.973388671875
2018-11-26,1860.0,1784.5,1819.0,1846.0999755859375,4333177.0,1823.10546875
2018-11-27,1897.9000244140625,1835.3499755859375,1854.0,1890.25,3344839.0,1866.70556640625
2018-11-28,1989.0,1882.5,1889.0,1983.9000244140625,5313249.0,1959.1890869140625
2018-11-29,1997.0,1942.550048828125,1997.0,1960.550048828125,4035441.0,1936.1297607421875
2018-11-30,1991.0,1959.8499755859375,1966.0,1968.25,5268901.0,1943.73388671875
2018-12-03,1990.0,1968.300048828125,1984.0,1982.4000244140625,1610576.0,1957.7076416015625
2018-12-04,2019.4000244140625,1971.0,1983.0,2010.8499755859375,3270615.0,1985.80322265625
2018-12-05,2018.0,1985.0,2006.0,2006.75,2501539.0,1981.75439453125
2018-12-06,2017.0,1979.5999755859375,1998.0,1992.699951171875,2321216.0,1967.87939453125
2018-12-07,2003.9000244140625,1973.0,1985.050048828125,1995.199951171875,1680420.0,1970.34814453125
